Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3843,100611 (3843),4110,100732 (4110),"10/1/2017 - 12/31/2017, Every day, Daily Average",488,349,680
3843,100611 (3843),4111,100743 (4111),"10/1/2017 - 12/31/2017, Every day, Daily Average",433,315,593
3843,100611 (3843),4112,101127 (4112),"10/1/2017 - 12/31/2017, Every day, Daily Average",986,731,1328
3843,100611 (3843),4114,101144 (4114),"10/1/2017 - 12/31/2017, Every day, Daily Average",1034,771,1386
3843,100611 (3843),4115,406502 (4115),"10/1/2017 - 12/31/2017, Every day, Daily Average",1692,1346,2125
3843,100611 (3843),4116,100699 (4116),"10/1/2017 - 12/31/2017, Every day, Daily Average",597,444,801
3843,100611 (3843),4117,101154 (4117),"10/1/2017 - 12/31/2017, Every day, Daily Average",1083,835,1404
3843,100611 (3843),4118,100696 (4118),"10/1/2017 - 12/31/2017, Every day, Daily Average",601,447,807
3843,100611 (3843),4119,101156 (4119),"10/1/2017 - 12/31/2017, Every day, Daily Average",1157,896,1493
3843,100611 (3843),4120,100672 (4120),"10/1/2017 - 12/31/2017, Every day, Daily Average",672,505,893
3843,100611 (3843),4121,101164 (4121),"10/1/2017 - 12/31/2017, Every day, Daily Average",1186,919,1529
3843,100611 (3843),4122,100667 (4122),"10/1/2017 - 12/31/2017, Every day, Daily Average",937,698,1257
3843,100611 (3843),4123,100744 (4123),"10/1/2017 - 12/31/2017, Every day, Daily Average",469,344,637
3843,100611 (3843),4125,100674 (4125),"10/1/2017 - 12/31/2017, Every day, Daily Average",654,486,878
3843,100611 (3843),4127,101174 (4127),"10/1/2017 - 12/31/2017, Every day, Daily Average",1234,953,1596
3843,100611 (3843),4128,100677 (4128),"10/1/2017 - 12/31/2017, Every day, Daily Average",905,668,1225
3843,100611 (3843),4131,101126 (4131),"10/1/2017 - 12/31/2017, Every day, Daily Average",980,749,1281
3843,100611 (3843),4132,100698 (4132),"10/1/2017 - 12/31/2017, Every day, Daily Average",585,437,782
3843,100611 (3843),4134,101145 (4134),"10/1/2017 - 12/31/2017, Every day, Daily Average",1055,788,1412
3843,100611 (3843),4136,100833 (4136),"10/1/2017 - 12/31/2017, Every day, Daily Average",658,480,901
3843,100611 (3843),4138,100838 (4138),"10/1/2017 - 12/31/2017, Every day, Daily Average",539,388,747
3843,100611 (3843),4139,101155 (4139),"10/1/2017 - 12/31/2017, Every day, Daily Average",1094,847,1412
3843,100611 (3843),4140,406491 (4140),"10/1/2017 - 12/31/2017, Every day, Daily Average",1815,1403,2346
3843,100611 (3843),4143,100824 (4143),"10/1/2017 - 12/31/2017, Every day, Daily Average",773,535,1115
3843,100611 (3843),4144,101165 (4144),"10/1/2017 - 12/31/2017, Every day, Daily Average",1207,940,1548
3843,100611 (3843),4145,100673 (4145),"10/1/2017 - 12/31/2017, Every day, Daily Average",798,599,1061
3843,100611 (3843),4146,100733 (4146),"10/1/2017 - 12/31/2017, Every day, Daily Average",526,382,723
3843,100611 (3843),4147,406410 (4147),"10/1/2017 - 12/31/2017, Every day, Daily Average",1856,1387,2482
3843,100611 (3843),4148,100666 (4148),"10/1/2017 - 12/31/2017, Every day, Daily Average",924,699,1220
3843,100611 (3843),4149,101175 (4149),"10/1/2017 - 12/31/2017, Every day, Daily Average",1262,983,1619
3843,100611 (3843),4150,100701 (4150),"10/1/2017 - 12/31/2017, Every day, Daily Average",632,473,842
3843,100611 (3843),4152,101122 (4152),"10/1/2017 - 12/31/2017, Every day, Daily Average",937,697,1258
3843,100611 (3843),4153,100704 (4153),"10/1/2017 - 12/31/2017, Every day, Daily Average",654,491,870
3843,100611 (3843),4156,101125 (4156),"10/1/2017 - 12/31/2017, Every day, Daily Average",1058,791,1414
3843,100611 (3843),4157,100681 (4157),"10/1/2017 - 12/31/2017, Every day, Daily Average",661,500,873
3843,100611 (3843),4158,101211 (4158),"10/1/2017 - 12/31/2017, Every day, Daily Average",1130,840,1518
3843,100611 (3843),4159,101216 (4159),"10/1/2017 - 12/31/2017, Every day, Daily Average",1105,842,1449
3843,100611 (3843),4160,100721 (4160),"10/1/2017 - 12/31/2017, Every day, Daily Average",532,388,728
3843,100611 (3843),4161,101201 (4161),"10/1/2017 - 12/31/2017, Every day, Daily Average",1143,884,1477
3843,100611 (3843),4162,100724 (4162),"10/1/2017 - 12/31/2017, Every day, Daily Average",551,398,761
3843,100611 (3843),4163,100683 (4163),"10/1/2017 - 12/31/2017, Every day, Daily Average",677,513,893
3843,100611 (3843),4164,100711 (4164),"10/1/2017 - 12/31/2017, Every day, Daily Average",564,412,771
3843,100611 (3843),4165,101166 (4165),"10/1/2017 - 12/31/2017, Every day, Daily Average",1226,961,1564
3843,100611 (3843),4167,101176 (4167),"10/1/2017 - 12/31/2017, Every day, Daily Average",1281,1007,1628
3843,100611 (3843),4168,406462 (4168),"10/1/2017 - 12/31/2017, Every day, Daily Average",1674,1181,2372
3843,100611 (3843),4171,100843 (4171),"10/1/2017 - 12/31/2017, Every day, Daily Average",776,575,1047
3843,100611 (3843),4172,100841 (4172),"10/1/2017 - 12/31/2017, Every day, Daily Average",505,330,771
3843,100611 (3843),4175,100844 (4175),"10/1/2017 - 12/31/2017, Every day, Daily Average",712,524,967
3843,100611 (3843),4182,406492 (4182),"10/1/2017 - 12/31/2017, Every day, Daily Average",1920,1490,2473
3843,100611 (3843),4183,100847 (4183),"10/1/2017 - 12/31/2017, Every day, Daily Average",590,426,816
3843,100611 (3843),4184,101215 (4184),"10/1/2017 - 12/31/2017, Every day, Daily Average",1161,890,1513
3843,100611 (3843),4185,100678 (4185),"10/1/2017 - 12/31/2017, Every day, Daily Average",949,736,1223
3843,100611 (3843),4187,100679 (4187),"10/1/2017 - 12/31/2017, Every day, Daily Average",908,698,1180
3843,100611 (3843),4188,100703 (4188),"10/1/2017 - 12/31/2017, Every day, Daily Average",718,536,960
3843,100611 (3843),4191,101202 (4191),"10/1/2017 - 12/31/2017, Every day, Daily Average",1198,933,1536
3843,100611 (3843),4192,100712 (4192),"10/1/2017 - 12/31/2017, Every day, Daily Average",596,443,800
3843,100611 (3843),4194,100955 (4194),"10/1/2017 - 12/31/2017, Every day, Daily Average",946,686,1303
3843,100611 (3843),4195,406401 (4195),"10/1/2017 - 12/31/2017, Every day, Daily Average",1804,1339,2429
3843,100611 (3843),4196,100702 (4196),"10/1/2017 - 12/31/2017, Every day, Daily Average",684,524,892
3843,100611 (3843),4197,101167 (4197),"10/1/2017 - 12/31/2017, Every day, Daily Average",1252,984,1592
3843,100611 (3843),4198,101123 (4198),"10/1/2017 - 12/31/2017, Every day, Daily Average",1013,774,1325
3843,100611 (3843),4199,101177 (4199),"10/1/2017 - 12/31/2017, Every day, Daily Average",1308,1023,1671
3843,100611 (3843),4200,101111 (4200),"10/1/2017 - 12/31/2017, Every day, Daily Average",1034,790,1352
3843,100611 (3843),4201,100941 (4201),"10/1/2017 - 12/31/2017, Every day, Daily Average",892,626,1270
3843,100611 (3843),4202,100682 (4202),"10/1/2017 - 12/31/2017, Every day, Daily Average",710,540,933
3843,100611 (3843),4206,100944 (4206),"10/1/2017 - 12/31/2017, Every day, Daily Average",794,537,1172
3843,100611 (3843),4207,100846 (4207),"10/1/2017 - 12/31/2017, Every day, Daily Average",760,553,1043
3843,100611 (3843),4208,101124 (4208),"10/1/2017 - 12/31/2017, Every day, Daily Average",1142,863,1510
3843,100611 (3843),4210,100713 (4210),"10/1/2017 - 12/31/2017, Every day, Daily Average",639,481,847
3843,100611 (3843),4212,100705 (4212),"10/1/2017 - 12/31/2017, Every day, Daily Average",730,560,951
3843,100611 (3843),4213,101203 (4213),"10/1/2017 - 12/31/2017, Every day, Daily Average",1220,958,1553
3843,100611 (3843),4215,100707 (4215),"10/1/2017 - 12/31/2017, Every day, Daily Average",798,605,1051
3843,100611 (3843),4216,100842 (4216),"10/1/2017 - 12/31/2017, Every day, Daily Average",745,500,1108
3843,100611 (3843),4217,101191 (4217),"10/1/2017 - 12/31/2017, Every day, Daily Average",1337,1057,1690
3843,100611 (3843),4218,100845 (4218),"10/1/2017 - 12/31/2017, Every day, Daily Average",766,537,1091
3843,100611 (3843),4219,100684 (4219),"10/1/2017 - 12/31/2017, Every day, Daily Average",798,600,1060
3843,100611 (3843),4221,100686 (4221),"10/1/2017 - 12/31/2017, Every day, Daily Average",747,555,1004
3843,100611 (3843),4222,101114 (4222),"10/1/2017 - 12/31/2017, Every day, Daily Average",1164,877,1543
3843,100611 (3843),4223,101113 (4223),"10/1/2017 - 12/31/2017, Every day, Daily Average",1128,840,1513
3843,100611 (3843),4224,100722 (4224),"10/1/2017 - 12/31/2017, Every day, Daily Average",633,466,858
3843,100611 (3843),4225,100848 (4225),"10/1/2017 - 12/31/2017, Every day, Daily Average",693,508,943
3843,100611 (3843),4227,100723 (4227),"10/1/2017 - 12/31/2017, Every day, Daily Average",658,491,880
3843,100611 (3843),4228,100714 (4228),"10/1/2017 - 12/31/2017, Every day, Daily Average",704,532,930
3843,100611 (3843),4229,101212 (4229),"10/1/2017 - 12/31/2017, Every day, Daily Average",1210,904,1619
3843,100611 (3843),4230,100706 (4230),"10/1/2017 - 12/31/2017, Every day, Daily Average",780,602,1009
3843,100611 (3843),4232,101204 (4232),"10/1/2017 - 12/31/2017, Every day, Daily Average",1235,975,1562
3843,100611 (3843),4233,406480 (4233),"10/1/2017 - 12/31/2017, Every day, Daily Average",1998,1574,2535
3843,100611 (3843),4235,406463 (4235),"10/1/2017 - 12/31/2017, Every day, Daily Average",1691,1210,2362
3843,100611 (3843),4237,100852 (4237),"10/1/2017 - 12/31/2017, Every day, Daily Average",545,358,827
3843,100611 (3843),4238,100685 (4238),"10/1/2017 - 12/31/2017, Every day, Daily Average",849,653,1102
3843,100611 (3843),4239,101196 (4239),"10/1/2017 - 12/31/2017, Every day, Daily Average",1376,1106,1711
3843,100611 (3843),4240,101181 (4240),"10/1/2017 - 12/31/2017, Every day, Daily Average",1413,1129,1767
3843,100611 (3843),4241,101185 (4241),"10/1/2017 - 12/31/2017, Every day, Daily Average",1468,1172,1837
3843,100611 (3843),4242,406481 (4242),"10/1/2017 - 12/31/2017, Every day, Daily Average",1929,1505,2471
3843,100611 (3843),4244,100851 (4244),"10/1/2017 - 12/31/2017, Every day, Daily Average",826,600,1137
3843,100611 (3843),4246,405191 (4246),"10/1/2017 - 12/31/2017, Every day, Daily Average",2969,2276,3871
3843,100611 (3843),4247,100882 (4247),"10/1/2017 - 12/31/2017, Every day, Daily Average",905,698,1172
3843,100611 (3843),4250,100854 (4250),"10/1/2017 - 12/31/2017, Every day, Daily Average",774,566,1056
3843,100611 (3843),4251,101214 (4251),"10/1/2017 - 12/31/2017, Every day, Daily Average",1249,964,1616
3843,100611 (3843),4255,100864 (4255),"10/1/2017 - 12/31/2017, Every day, Daily Average",733,555,967
3843,100611 (3843),4256,406406 (4256),"10/1/2017 - 12/31/2017, Every day, Daily Average",1823,1360,2442
3843,100611 (3843),4257,101205 (4257),"10/1/2017 - 12/31/2017, Every day, Daily Average",1263,1003,1589
3843,100611 (3843),4258,100871 (4258),"10/1/2017 - 12/31/2017, Every day, Daily Average",761,586,987
3843,100611 (3843),4262,101112 (4262),"10/1/2017 - 12/31/2017, Every day, Daily Average",1085,832,1413
3843,100611 (3843),4263,100875 (4263),"10/1/2017 - 12/31/2017, Every day, Daily Average",837,649,1078
3843,100611 (3843),4264,100881 (4264),"10/1/2017 - 12/31/2017, Every day, Daily Average",872,671,1132
3843,100611 (3843),4265,100943 (4265),"10/1/2017 - 12/31/2017, Every day, Daily Average",562,370,851
3843,100611 (3843),4266,101117 (4266),"10/1/2017 - 12/31/2017, Every day, Daily Average",937,727,1207
3843,100611 (3843),4268,101115 (4268),"10/1/2017 - 12/31/2017, Every day, Daily Average",1253,955,1643
3843,100611 (3843),4269,100855 (4269),"10/1/2017 - 12/31/2017, Every day, Daily Average",769,558,1059
3843,100611 (3843),4272,100872 (4272),"10/1/2017 - 12/31/2017, Every day, Daily Average",796,614,1030
3843,100611 (3843),4273,100893 (4273),"10/1/2017 - 12/31/2017, Every day, Daily Average",984,741,1305
3843,100611 (3843),4275,100956 (4275),"10/1/2017 - 12/31/2017, Every day, Daily Average",997,725,1370
3843,100611 (3843),4276,101206 (4276),"10/1/2017 - 12/31/2017, Every day, Daily Average",1323,1051,1664
3843,100611 (3843),4277,100861 (4277),"10/1/2017 - 12/31/2017, Every day, Daily Average",822,621,1087
3843,100611 (3843),4278,100942 (4278),"10/1/2017 - 12/31/2017, Every day, Daily Average",923,647,1315
3843,100611 (3843),4280,101119 (4280),"10/1/2017 - 12/31/2017, Every day, Daily Average",1044,766,1421
3843,100611 (3843),4281,101118 (4281),"10/1/2017 - 12/31/2017, Every day, Daily Average",980,768,1250
3843,100611 (3843),4282,100859 (4282),"10/1/2017 - 12/31/2017, Every day, Daily Average",885,659,1188
3843,100611 (3843),4284,100874 (4284),"10/1/2017 - 12/31/2017, Every day, Daily Average",890,689,1148
3843,100611 (3843),4286,100856 (4286),"10/1/2017 - 12/31/2017, Every day, Daily Average",849,635,1134
3843,100611 (3843),4287,101116 (4287),"10/1/2017 - 12/31/2017, Every day, Daily Average",1199,947,1517
3843,100611 (3843),4289,406470 (4289),"10/1/2017 - 12/31/2017, Every day, Daily Average",1941,1430,2633
3843,100611 (3843),4290,101213 (4290),"10/1/2017 - 12/31/2017, Every day, Daily Average",1252,952,1646
3843,100611 (3843),4293,101207 (4293),"10/1/2017 - 12/31/2017, Every day, Daily Average",1343,1062,1697
3843,100611 (3843),4294,101192 (4294),"10/1/2017 - 12/31/2017, Every day, Daily Average",1426,1138,1786
3843,100611 (3843),4295,100873 (4295),"10/1/2017 - 12/31/2017, Every day, Daily Average",854,661,1103
3843,100611 (3843),4296,100863 (4296),"10/1/2017 - 12/31/2017, Every day, Daily Average",857,655,1120
3843,100611 (3843),4299,101182 (4299),"10/1/2017 - 12/31/2017, Every day, Daily Average",1488,1222,1810
3843,100611 (3843),4300,101101 (4300),"10/1/2017 - 12/31/2017, Every day, Daily Average",1063,828,1363
3843,100611 (3843),4302,101184 (4302),"10/1/2017 - 12/31/2017, Every day, Daily Average",1555,1247,1938
3843,100611 (3843),4303,101105 (4303),"10/1/2017 - 12/31/2017, Every day, Daily Average",1227,971,1549
3843,100611 (3843),4304,101091 (4304),"10/1/2017 - 12/31/2017, Every day, Daily Average",1042,813,1335
3843,100611 (3843),4308,100891 (4308),"10/1/2017 - 12/31/2017, Every day, Daily Average",995,773,1280
3843,100611 (3843),4309,101221 (4309),"10/1/2017 - 12/31/2017, Every day, Daily Average",1294,979,1708
3843,100611 (3843),4313,100862 (4313),"10/1/2017 - 12/31/2017, Every day, Daily Average",922,714,1190
3843,100611 (3843),4314,100857 (4314),"10/1/2017 - 12/31/2017, Every day, Daily Average",835,596,1169
3843,100611 (3843),4315,100953 (4315),"10/1/2017 - 12/31/2017, Every day, Daily Average",1032,752,1415
3843,100611 (3843),4316,101227 (4316),"10/1/2017 - 12/31/2017, Every day, Daily Average",1382,1111,1718
3843,100611 (3843),4317,100858 (4317),"10/1/2017 - 12/31/2017, Every day, Daily Average",886,655,1196
3843,100611 (3843),4319,100894 (4319),"10/1/2017 - 12/31/2017, Every day, Daily Average",910,707,1170
3843,100611 (3843),4322,101195 (4322),"10/1/2017 - 12/31/2017, Every day, Daily Average",1484,1214,1812
3843,100611 (3843),4323,101104 (4323),"10/1/2017 - 12/31/2017, Every day, Daily Average",1194,942,1513
3843,100611 (3843),4324,101222 (4324),"10/1/2017 - 12/31/2017, Every day, Daily Average",1326,1006,1746
3843,100611 (3843),4329,100906 (4329),"10/1/2017 - 12/31/2017, Every day, Daily Average",915,703,1190
3843,100611 (3843),4330,101226 (4330),"10/1/2017 - 12/31/2017, Every day, Daily Average",1389,1137,1695
3843,100611 (3843),4331,100951 (4331),"10/1/2017 - 12/31/2017, Every day, Daily Average",1090,802,1479
3843,100611 (3843),4333,100895 (4333),"10/1/2017 - 12/31/2017, Every day, Daily Average",957,747,1225
3843,100611 (3843),4334,101193 (4334),"10/1/2017 - 12/31/2017, Every day, Daily Average",1485,1205,1828
3843,100611 (3843),4335,101102 (4335),"10/1/2017 - 12/31/2017, Every day, Daily Average",1118,877,1424
3843,100611 (3843),4336,100952 (4336),"10/1/2017 - 12/31/2017, Every day, Daily Average",1088,792,1493
3843,100611 (3843),4337,406464 (4337),"10/1/2017 - 12/31/2017, Every day, Daily Average",1760,1294,2393
3843,100611 (3843),4338,100901 (4338),"10/1/2017 - 12/31/2017, Every day, Daily Average",628,427,922
3843,100611 (3843),4339,100934 (4339),"10/1/2017 - 12/31/2017, Every day, Daily Average",926,647,1324
3843,100611 (3843),4340,100931 (4340),"10/1/2017 - 12/31/2017, Every day, Daily Average",961,694,1329
3843,100611 (3843),4346,100902 (4346),"10/1/2017 - 12/31/2017, Every day, Daily Average",757,526,1087
3843,100611 (3843),4347,100853 (4347),"10/1/2017 - 12/31/2017, Every day, Daily Average",573,382,858
3843,100611 (3843),4354,101103 (4354),"10/1/2017 - 12/31/2017, Every day, Daily Average",1136,893,1445
3843,100611 (3843),4359,100905 (4359),"10/1/2017 - 12/31/2017, Every day, Daily Average",905,673,1216
3843,100611 (3843),4360,101223 (4360),"10/1/2017 - 12/31/2017, Every day, Daily Average",1358,1044,1766
3843,100611 (3843),4362,100903 (4362),"10/1/2017 - 12/31/2017, Every day, Daily Average",791,561,1114
3843,100611 (3843),4365,101225 (4365),"10/1/2017 - 12/31/2017, Every day, Daily Average",1429,1162,1757
3843,100611 (3843),4366,101224 (4366),"10/1/2017 - 12/31/2017, Every day, Daily Average",1391,1122,1724
3843,100611 (3843),4367,101093 (4367),"10/1/2017 - 12/31/2017, Every day, Daily Average",1144,863,1515
3843,100611 (3843),4369,100896 (4369),"10/1/2017 - 12/31/2017, Every day, Daily Average",981,769,1251
3843,100611 (3843),4370,101183 (4370),"10/1/2017 - 12/31/2017, Every day, Daily Average",1525,1256,1850
3843,100611 (3843),4371,101092 (4371),"10/1/2017 - 12/31/2017, Every day, Daily Average",1061,796,1413
3843,100611 (3843),4372,100915 (4372),"10/1/2017 - 12/31/2017, Every day, Daily Average",593,397,885
3843,100611 (3843),4374,100907 (4374),"10/1/2017 - 12/31/2017, Every day, Daily Average",917,692,1213
3843,100611 (3843),4376,405270 (4376),"10/1/2017 - 12/31/2017, Every day, Daily Average",3088,2319,4110
3843,100611 (3843),4377,100892 (4377),"10/1/2017 - 12/31/2017, Every day, Daily Average",1042,789,1374
3843,100611 (3843),4378,100898 (4378),"10/1/2017 - 12/31/2017, Every day, Daily Average",997,723,1373
3843,100611 (3843),4379,406381 (4379),"10/1/2017 - 12/31/2017, Every day, Daily Average",1765,1298,2399
3843,100611 (3843),4381,100933 (4381),"10/1/2017 - 12/31/2017, Every day, Daily Average",875,607,1261
3843,100611 (3843),4382,100932 (4382),"10/1/2017 - 12/31/2017, Every day, Daily Average",996,715,1387
3843,100611 (3843),4385,101261 (4385),"10/1/2017 - 12/31/2017, Every day, Daily Average",1194,927,1536
3843,100611 (3843),4387,101194 (4387),"10/1/2017 - 12/31/2017, Every day, Daily Average",1460,1191,1788
3843,100611 (3843),4388,100897 (4388),"10/1/2017 - 12/31/2017, Every day, Daily Average",997,777,1277
3843,100611 (3843),4389,100908 (4389),"10/1/2017 - 12/31/2017, Every day, Daily Average",699,485,1005
3843,100611 (3843),4390,100904 (4390),"10/1/2017 - 12/31/2017, Every day, Daily Average",663,461,952
3843,100611 (3843),4391,100916 (4391),"10/1/2017 - 12/31/2017, Every day, Daily Average",626,417,938
3843,100611 (3843),4392,406382 (4392),"10/1/2017 - 12/31/2017, Every day, Daily Average",1769,1306,2396
3843,100611 (3843),4393,101241 (4393),"10/1/2017 - 12/31/2017, Every day, Daily Average",1382,1035,1845
3843,100611 (3843),4394,101041 (4394),"10/1/2017 - 12/31/2017, Every day, Daily Average",723,501,1042
3843,100611 (3843),4395,100971 (4395),"10/1/2017 - 12/31/2017, Every day, Daily Average",1093,821,1454
3843,100611 (3843),4397,101265 (4397),"10/1/2017 - 12/31/2017, Every day, Daily Average",1246,966,1606
3843,100611 (3843),4398,101231 (4398),"10/1/2017 - 12/31/2017, Every day, Daily Average",1452,1093,1928
3843,100611 (3843),4399,101266 (4399),"10/1/2017 - 12/31/2017, Every day, Daily Average",1313,1032,1669
3843,100611 (3843),4400,101232 (4400),"10/1/2017 - 12/31/2017, Every day, Daily Average",1472,1163,1862
3843,100611 (3843),4401,101071 (4401),"10/1/2017 - 12/31/2017, Every day, Daily Average",1143,861,1517
3843,100611 (3843),4402,101081 (4402),"10/1/2017 - 12/31/2017, Every day, Daily Average",951,700,1291
3843,100611 (3843),4404,101233 (4404),"10/1/2017 - 12/31/2017, Every day, Daily Average",1468,1169,1842
3843,100611 (3843),4405,101234 (4405),"10/1/2017 - 12/31/2017, Every day, Daily Average",1475,1178,1845
3843,100611 (3843),4406,100967 (4406),"10/1/2017 - 12/31/2017, Every day, Daily Average",1075,793,1456
3843,100611 (3843),4407,406365 (4407),"10/1/2017 - 12/31/2017, Every day, Daily Average",1892,1417,2525
3843,100611 (3843),4408,406331 (4408),"10/1/2017 - 12/31/2017, Every day, Daily Average",1931,1453,2564
3843,100611 (3843),4412,101235 (4412),"10/1/2017 - 12/31/2017, Every day, Daily Average",1479,1203,1817
3843,100611 (3843),4414,101042 (4414),"10/1/2017 - 12/31/2017, Every day, Daily Average",800,552,1157
3843,100611 (3843),4415,101262 (4415),"10/1/2017 - 12/31/2017, Every day, Daily Average",1181,881,1582
3843,100611 (3843),4416,101085 (4416),"10/1/2017 - 12/31/2017, Every day, Daily Average",955,683,1335
3843,100611 (3843),4418,100965 (4418),"10/1/2017 - 12/31/2017, Every day, Daily Average",1111,835,1476
3843,100611 (3843),4419,10091A (4419),"10/1/2017 - 12/31/2017, Every day, Daily Average",641,438,937
3843,100611 (3843),4423,100911 (4423),"10/1/2017 - 12/31/2017, Every day, Daily Average",777,535,1126
3843,100611 (3843),4425,101084 (4425),"10/1/2017 - 12/31/2017, Every day, Daily Average",1054,776,1430
3843,100611 (3843),4426,101082 (4426),"10/1/2017 - 12/31/2017, Every day, Daily Average",818,568,1176
3843,100611 (3843),4427,101047 (4427),"10/1/2017 - 12/31/2017, Every day, Daily Average",820,566,1186
3843,100611 (3843),4428,100919 (4428),"10/1/2017 - 12/31/2017, Every day, Daily Average",806,571,1136
3843,100611 (3843),4429,101072 (4429),"10/1/2017 - 12/31/2017, Every day, Daily Average",1000,721,1385
3843,100611 (3843),4431,406350 (4431),"10/1/2017 - 12/31/2017, Every day, Daily Average",1892,1336,2677
3843,100611 (3843),4432,101251 (4432),"10/1/2017 - 12/31/2017, Every day, Daily Average",1448,1105,1896
3843,100611 (3843),4433,100966 (4433),"10/1/2017 - 12/31/2017, Every day, Daily Average",1134,846,1519
3843,100611 (3843),4434,101264 (4434),"10/1/2017 - 12/31/2017, Every day, Daily Average",1287,984,1682
3843,100611 (3843),4435,101046 (4435),"10/1/2017 - 12/31/2017, Every day, Daily Average",1034,778,1373
3843,100611 (3843),4436,100914 (4436),"10/1/2017 - 12/31/2017, Every day, Daily Average",838,599,1171
3843,100611 (3843),4437,100964 (4437),"10/1/2017 - 12/31/2017, Every day, Daily Average",1157,867,1542
3843,100611 (3843),4438,101073 (4438),"10/1/2017 - 12/31/2017, Every day, Daily Average",1081,788,1481
3843,100611 (3843),4442,100921 (4442),"10/1/2017 - 12/31/2017, Every day, Daily Average",1010,706,1443
3843,100611 (3843),4444,101043 (4444),"10/1/2017 - 12/31/2017, Every day, Daily Average",968,707,1324
3843,100611 (3843),4445,100912 (4445),"10/1/2017 - 12/31/2017, Every day, Daily Average",917,673,1248
3843,100611 (3843),4446,100918 (4446),"10/1/2017 - 12/31/2017, Every day, Daily Average",865,624,1198
3843,100611 (3843),4447,101083 (4447),"10/1/2017 - 12/31/2017, Every day, Daily Average",851,595,1215
3843,100611 (3843),4448,100961 (4448),"10/1/2017 - 12/31/2017, Every day, Daily Average",1140,830,1565
3843,100611 (3843),4449,100963 (4449),"10/1/2017 - 12/31/2017, Every day, Daily Average",1165,899,1509
3843,100611 (3843),4451,101008 (4451),"10/1/2017 - 12/31/2017, Every day, Daily Average",906,659,1244
3843,100611 (3843),4452,101001 (4452),"10/1/2017 - 12/31/2017, Every day, Daily Average",1043,788,1379
3843,100611 (3843),4453,100913 (4453),"10/1/2017 - 12/31/2017, Every day, Daily Average",973,728,1299
3843,100611 (3843),4454,405351 (4454),"10/1/2017 - 12/31/2017, Every day, Daily Average",2523,1951,3262
3843,100611 (3843),4455,10091D (4455),"10/1/2017 - 12/31/2017, Every day, Daily Average",957,697,1313
3843,100611 (3843),4457,100917 (4457),"10/1/2017 - 12/31/2017, Every day, Daily Average",651,438,966
3843,100611 (3843),4458,100983 (4458),"10/1/2017 - 12/31/2017, Every day, Daily Average",1034,741,1441
3843,100611 (3843),4459,406351 (4459),"10/1/2017 - 12/31/2017, Every day, Daily Average",1913,1439,2542
3843,100611 (3843),4460,406334 (4460),"10/1/2017 - 12/31/2017, Every day, Daily Average",1982,1496,2624
3843,100611 (3843),4461,101007 (4461),"10/1/2017 - 12/31/2017, Every day, Daily Average",973,720,1313
3843,100611 (3843),4462,406310 (4462),"10/1/2017 - 12/31/2017, Every day, Daily Average",1791,1327,2416
3843,100611 (3843),4464,101263 (4464),"10/1/2017 - 12/31/2017, Every day, Daily Average",1206,903,1609
3843,100611 (3843),4465,101044 (4465),"10/1/2017 - 12/31/2017, Every day, Daily Average",1023,764,1369
3843,100611 (3843),4467,101045 (4467),"10/1/2017 - 12/31/2017, Every day, Daily Average",1053,790,1403
3843,100611 (3843),4468,101267 (4468),"10/1/2017 - 12/31/2017, Every day, Daily Average",1365,1033,1802
3843,100611 (3843),4473,101066 (4473),"10/1/2017 - 12/31/2017, Every day, Daily Average",1137,843,1532
3843,100611 (3843),4474,10099A (4474),"10/1/2017 - 12/31/2017, Every day, Daily Average",994,716,1379
3843,100611 (3843),4475,100981 (4475),"10/1/2017 - 12/31/2017, Every day, Daily Average",1091,793,1499
3843,100611 (3843),4476,101006 (4476),"10/1/2017 - 12/31/2017, Every day, Daily Average",1031,775,1370
3843,100611 (3843),4477,101065 (4477),"10/1/2017 - 12/31/2017, Every day, Daily Average",1025,743,1413
3843,100611 (3843),4478,10091E (4478),"10/1/2017 - 12/31/2017, Every day, Daily Average",832,591,1170
3843,100611 (3843),4479,10091B (4479),"10/1/2017 - 12/31/2017, Every day, Daily Average",809,568,1151
3843,100611 (3843),4480,101257 (4480),"10/1/2017 - 12/31/2017, Every day, Daily Average",1399,1066,1835
3843,100611 (3843),4482,10091C (4482),"10/1/2017 - 12/31/2017, Every day, Daily Average",675,457,995
3843,100611 (3843),4483,101031 (4483),"10/1/2017 - 12/31/2017, Every day, Daily Average",1096,833,1441
3843,100611 (3843),4486,101034 (4486),"10/1/2017 - 12/31/2017, Every day, Daily Average",1002,727,1379
3843,100611 (3843),4487,101002 (4487),"10/1/2017 - 12/31/2017, Every day, Daily Average",1049,790,1392
3843,100611 (3843),4489,100982 (4489),"10/1/2017 - 12/31/2017, Every day, Daily Average",993,696,1415
3843,100611 (3843),4490,101064 (4490),"10/1/2017 - 12/31/2017, Every day, Daily Average",1052,766,1444
3843,100611 (3843),4491,406332 (4491),"10/1/2017 - 12/31/2017, Every day, Daily Average",1935,1388,2695
3843,100611 (3843),4493,101061 (4493),"10/1/2017 - 12/31/2017, Every day, Daily Average",878,617,1247
