Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3843,100611 (3843),3498,407002 (3498),"10/1/2017 - 12/31/2017, Every day, Daily Average",1640,1178,2282
3843,100611 (3843),3501,100372 (3501),"10/1/2017 - 12/31/2017, Every day, Daily Average",637,449,903
3843,100611 (3843),3502,407004 (3502),"10/1/2017 - 12/31/2017, Every day, Daily Average",1310,916,1873
3843,100611 (3843),3504,100343 (3504),"10/1/2017 - 12/31/2017, Every day, Daily Average",503,341,741
3843,100611 (3843),3505,100232 (3505),"10/1/2017 - 12/31/2017, Every day, Daily Average",598,407,877
3843,100611 (3843),3507,100374 (3507),"10/1/2017 - 12/31/2017, Every day, Daily Average",755,558,1019
3843,100611 (3843),3509,100256 (3509),"10/1/2017 - 12/31/2017, Every day, Daily Average",622,408,947
3843,100611 (3843),3510,406620 (3510),"10/1/2017 - 12/31/2017, Every day, Daily Average",1702,1246,2323
3843,100611 (3843),3513,100344 (3513),"10/1/2017 - 12/31/2017, Every day, Daily Average",559,389,801
3843,100611 (3843),3514,406656 (3514),"10/1/2017 - 12/31/2017, Every day, Daily Average",1518,1095,2102
3843,100611 (3843),3515,406653 (3515),"10/1/2017 - 12/31/2017, Every day, Daily Average",1600,1163,2200
3843,100611 (3843),3520,100176 (3520),"10/1/2017 - 12/31/2017, Every day, Daily Average",919,640,1318
3843,100611 (3843),3523,100373 (3523),"10/1/2017 - 12/31/2017, Every day, Daily Average",735,540,999
3843,100611 (3843),3524,100171 (3524),"10/1/2017 - 12/31/2017, Every day, Daily Average",853,590,1232
3843,100611 (3843),3531,406615 (3531),"10/1/2017 - 12/31/2017, Every day, Daily Average",1619,1182,2217
3843,100611 (3843),3533,100242 (3533),"10/1/2017 - 12/31/2017, Every day, Daily Average",547,360,830
3843,100611 (3843),3534,100183 (3534),"10/1/2017 - 12/31/2017, Every day, Daily Average",797,560,1133
3843,100611 (3843),3535,407003 (3535),"10/1/2017 - 12/31/2017, Every day, Daily Average",1604,1175,2188
3843,100611 (3843),3536,406982 (3536),"10/1/2017 - 12/31/2017, Every day, Daily Average",1310,914,1876
3843,100611 (3843),3538,100181 (3538),"10/1/2017 - 12/31/2017, Every day, Daily Average",720,489,1058
3843,100611 (3843),3539,100351 (3539),"10/1/2017 - 12/31/2017, Every day, Daily Average",334,219,507
3843,100611 (3843),3540,100221 (3540),"10/1/2017 - 12/31/2017, Every day, Daily Average",460,302,699
3843,100611 (3843),3543,100243 (3543),"10/1/2017 - 12/31/2017, Every day, Daily Average",643,450,917
3843,100611 (3843),3544,406651 (3544),"10/1/2017 - 12/31/2017, Every day, Daily Average",1584,1157,2168
3843,100611 (3843),3545,100354 (3545),"10/1/2017 - 12/31/2017, Every day, Daily Average",410,257,653
3843,100611 (3843),3546,100162 (3546),"10/1/2017 - 12/31/2017, Every day, Daily Average",960,669,1375
3843,100611 (3843),3547,100163 (3547),"10/1/2017 - 12/31/2017, Every day, Daily Average",1045,714,1528
3843,100611 (3843),3548,100362 (3548),"10/1/2017 - 12/31/2017, Every day, Daily Average",588,406,850
3843,100611 (3843),3549,100093 (3549),"10/1/2017 - 12/31/2017, Every day, Daily Average",1201,865,1665
3843,100611 (3843),3550,100182 (3550),"10/1/2017 - 12/31/2017, Every day, Daily Average",703,490,1008
3843,100611 (3843),3551,100172 (3551),"10/1/2017 - 12/31/2017, Every day, Daily Average",937,628,1397
3843,100611 (3843),3552,100363 (3552),"10/1/2017 - 12/31/2017, Every day, Daily Average",661,472,925
3843,100611 (3843),3553,100361 (3553),"10/1/2017 - 12/31/2017, Every day, Daily Average",526,349,791
3843,100611 (3843),3555,100222 (3555),"10/1/2017 - 12/31/2017, Every day, Daily Average",515,344,770
3843,100611 (3843),3556,100173 (3556),"10/1/2017 - 12/31/2017, Every day, Daily Average",850,593,1218
3843,100611 (3843),3557,100174 (3557),"10/1/2017 - 12/31/2017, Every day, Daily Average",916,611,1372
3843,100611 (3843),3558,406981 (3558),"10/1/2017 - 12/31/2017, Every day, Daily Average",1333,924,1922
3843,100611 (3843),3560,100177 (3560),"10/1/2017 - 12/31/2017, Every day, Daily Average",880,602,1285
3843,100611 (3843),3561,100166 (3561),"10/1/2017 - 12/31/2017, Every day, Daily Average",1101,776,1560
3843,100611 (3843),3562,100365 (3562),"10/1/2017 - 12/31/2017, Every day, Daily Average",692,499,957
3843,100611 (3843),3563,100167 (3563),"10/1/2017 - 12/31/2017, Every day, Daily Average",1011,714,1430
3843,100611 (3843),3565,100175 (3565),"10/1/2017 - 12/31/2017, Every day, Daily Average",817,569,1172
3843,100611 (3843),3566,100168 (3566),"10/1/2017 - 12/31/2017, Every day, Daily Average",963,675,1373
3843,100611 (3843),3567,100178 (3567),"10/1/2017 - 12/31/2017, Every day, Daily Average",848,590,1218
3843,100611 (3843),3569,100179 (3569),"10/1/2017 - 12/31/2017, Every day, Daily Average",847,591,1212
3843,100611 (3843),3570,100164 (3570),"10/1/2017 - 12/31/2017, Every day, Daily Average",1081,770,1517
3843,100611 (3843),3571,100165 (3571),"10/1/2017 - 12/31/2017, Every day, Daily Average",1042,766,1417
3843,100611 (3843),3573,100191 (3573),"10/1/2017 - 12/31/2017, Every day, Daily Average",623,433,895
3843,100611 (3843),3574,10017A (3574),"10/1/2017 - 12/31/2017, Every day, Daily Average",837,586,1194
3843,100611 (3843),3576,10017B (3576),"10/1/2017 - 12/31/2017, Every day, Daily Average",804,559,1155
3843,100611 (3843),3577,10017F (3577),"10/1/2017 - 12/31/2017, Every day, Daily Average",955,662,1376
3843,100611 (3843),3578,100011 (3578),"10/1/2017 - 12/31/2017, Every day, Daily Average",1061,752,1496
3843,100611 (3843),3580,100184 (3580),"10/1/2017 - 12/31/2017, Every day, Daily Average",743,522,1057
3843,100611 (3843),3581,10017E (3581),"10/1/2017 - 12/31/2017, Every day, Daily Average",858,592,1243
3843,100611 (3843),3582,100101 (3582),"10/1/2017 - 12/31/2017, Every day, Daily Average",960,630,1460
3843,100611 (3843),3583,100012 (3583),"10/1/2017 - 12/31/2017, Every day, Daily Average",942,657,1350
3843,100611 (3843),3584,100091 (3584),"10/1/2017 - 12/31/2017, Every day, Daily Average",999,734,1358
3843,100611 (3843),3585,10017D (3585),"10/1/2017 - 12/31/2017, Every day, Daily Average",914,637,1310
3843,100611 (3843),3586,100013 (3586),"10/1/2017 - 12/31/2017, Every day, Daily Average",1021,721,1443
3843,100611 (3843),3587,10017C (3587),"10/1/2017 - 12/31/2017, Every day, Daily Average",871,601,1262
3843,100611 (3843),3589,100192 (3589),"10/1/2017 - 12/31/2017, Every day, Daily Average",565,392,814
3843,100611 (3843),3590,100016 (3590),"10/1/2017 - 12/31/2017, Every day, Daily Average",933,639,1360
3843,100611 (3843),3592,100223 (3592),"10/1/2017 - 12/31/2017, Every day, Daily Average",452,295,690
3843,100611 (3843),3594,100352 (3594),"10/1/2017 - 12/31/2017, Every day, Daily Average",299,193,461
3843,100611 (3843),3595,100193 (3595),"10/1/2017 - 12/31/2017, Every day, Daily Average",576,397,835
3843,100611 (3843),3596,100017 (3596),"10/1/2017 - 12/31/2017, Every day, Daily Average",817,565,1180
3843,100611 (3843),3597,10001A (3597),"10/1/2017 - 12/31/2017, Every day, Daily Average",784,539,1138
3843,100611 (3843),3598,100019 (3598),"10/1/2017 - 12/31/2017, Every day, Daily Average",829,576,1192
3843,100611 (3843),3599,100014 (3599),"10/1/2017 - 12/31/2017, Every day, Daily Average",896,623,1287
3843,100611 (3843),3600,100096 (3600),"10/1/2017 - 12/31/2017, Every day, Daily Average",1018,741,1396
3843,100611 (3843),3601,407010 (3601),"10/1/2017 - 12/31/2017, Every day, Daily Average",1654,1217,2246
3843,100611 (3843),3602,100015 (3602),"10/1/2017 - 12/31/2017, Every day, Daily Average",869,600,1257
3843,100611 (3843),3603,10001I (3603),"10/1/2017 - 12/31/2017, Every day, Daily Average",1023,723,1445
3843,100611 (3843),3604,100353 (3604),"10/1/2017 - 12/31/2017, Every day, Daily Average",272,171,431
3843,100611 (3843),3605,10001B (3605),"10/1/2017 - 12/31/2017, Every day, Daily Average",730,505,1054
3843,100611 (3843),3606,100092 (3606),"10/1/2017 - 12/31/2017, Every day, Daily Average",1082,785,1490
3843,100611 (3843),3607,100018 (3607),"10/1/2017 - 12/31/2017, Every day, Daily Average",813,564,1171
3843,100611 (3843),3608,10001H (3608),"10/1/2017 - 12/31/2017, Every day, Daily Average",959,673,1365
3843,100611 (3843),3610,100364 (3610),"10/1/2017 - 12/31/2017, Every day, Daily Average",647,467,895
3843,100611 (3843),3611,406655 (3611),"10/1/2017 - 12/31/2017, Every day, Daily Average",1552,1124,2141
3843,100611 (3843),3612,10001G (3612),"10/1/2017 - 12/31/2017, Every day, Daily Average",943,653,1360
3843,100611 (3843),3613,10036A (3613),"10/1/2017 - 12/31/2017, Every day, Daily Average",463,301,712
3843,100611 (3843),3614,10001F (3614),"10/1/2017 - 12/31/2017, Every day, Daily Average",870,590,1282
3843,100611 (3843),3615,100094 (3615),"10/1/2017 - 12/31/2017, Every day, Daily Average",1049,772,1424
3843,100611 (3843),3617,100097 (3617),"10/1/2017 - 12/31/2017, Every day, Daily Average",986,717,1355
3843,100611 (3843),3619,100211 (3619),"10/1/2017 - 12/31/2017, Every day, Daily Average",424,269,666
3843,100611 (3843),3620,10001E (3620),"10/1/2017 - 12/31/2017, Every day, Daily Average",766,522,1122
3843,100611 (3843),3621,10001D (3621),"10/1/2017 - 12/31/2017, Every day, Daily Average",837,575,1217
3843,100611 (3843),3622,10001C (3622),"10/1/2017 - 12/31/2017, Every day, Daily Average",754,517,1097
3843,100611 (3843),3623,100369 (3623),"10/1/2017 - 12/31/2017, Every day, Daily Average",507,347,738
3843,100611 (3843),3624,10001S (3624),"10/1/2017 - 12/31/2017, Every day, Daily Average",688,477,990
3843,100611 (3843),3625,10001U (3625),"10/1/2017 - 12/31/2017, Every day, Daily Average",718,501,1027
3843,100611 (3843),3626,10001J (3626),"10/1/2017 - 12/31/2017, Every day, Daily Average",1014,710,1447
3843,100611 (3843),3627,100095 (3627),"10/1/2017 - 12/31/2017, Every day, Daily Average",1097,798,1507
3843,100611 (3843),3628,508596 (3628),"10/1/2017 - 12/31/2017, Every day, Daily Average",2784,2047,3785
3843,100611 (3843),3629,10001K (3629),"10/1/2017 - 12/31/2017, Every day, Daily Average",920,618,1367
3843,100611 (3843),3630,100199 (3630),"10/1/2017 - 12/31/2017, Every day, Daily Average",608,410,900
3843,100611 (3843),3631,10009D (3631),"10/1/2017 - 12/31/2017, Every day, Daily Average",951,690,1308
3843,100611 (3843),3632,100366 (3632),"10/1/2017 - 12/31/2017, Every day, Daily Average",556,377,819
3843,100611 (3843),3633,100212 (3633),"10/1/2017 - 12/31/2017, Every day, Daily Average",395,245,636
3843,100611 (3843),3634,10001L (3634),"10/1/2017 - 12/31/2017, Every day, Daily Average",766,506,1158
3843,100611 (3843),3635,10001N (3635),"10/1/2017 - 12/31/2017, Every day, Daily Average",687,464,1016
3843,100611 (3843),3637,100511 (3637),"10/1/2017 - 12/31/2017, Every day, Daily Average",680,498,927
3843,100611 (3843),3638,10001O (3638),"10/1/2017 - 12/31/2017, Every day, Daily Average",653,434,981
3843,100611 (3843),3639,406762 (3639),"10/1/2017 - 12/31/2017, Every day, Daily Average",1673,1240,2256
3843,100611 (3843),3640,406652 (3640),"10/1/2017 - 12/31/2017, Every day, Daily Average",1538,1116,2118
3843,100611 (3843),3641,100367 (3641),"10/1/2017 - 12/31/2017, Every day, Daily Average",572,400,816
3843,100611 (3843),3642,10009A (3642),"10/1/2017 - 12/31/2017, Every day, Daily Average",1024,749,1398
3843,100611 (3843),3643,10001R (3643),"10/1/2017 - 12/31/2017, Every day, Daily Average",599,406,883
3843,100611 (3843),3644,10001P (3644),"10/1/2017 - 12/31/2017, Every day, Daily Average",607,409,900
3843,100611 (3843),3645,10009E (3645),"10/1/2017 - 12/31/2017, Every day, Daily Average",908,651,1265
3843,100611 (3843),3646,100194 (3646),"10/1/2017 - 12/31/2017, Every day, Daily Average",508,344,748
3843,100611 (3843),3647,10001V (3647),"10/1/2017 - 12/31/2017, Every day, Daily Average",542,368,796
3843,100611 (3843),3648,100368 (3648),"10/1/2017 - 12/31/2017, Every day, Daily Average",589,419,826
3843,100611 (3843),3649,100198 (3649),"10/1/2017 - 12/31/2017, Every day, Daily Average",513,344,762
3843,100611 (3843),3650,100028 (3650),"10/1/2017 - 12/31/2017, Every day, Daily Average",830,550,1251
3843,100611 (3843),3651,100027 (3651),"10/1/2017 - 12/31/2017, Every day, Daily Average",715,477,1069
3843,100611 (3843),3652,100099 (3652),"10/1/2017 - 12/31/2017, Every day, Daily Average",992,719,1368
3843,100611 (3843),3653,100152 (3653),"10/1/2017 - 12/31/2017, Every day, Daily Average",735,445,1212
3843,100611 (3843),3654,100514 (3654),"10/1/2017 - 12/31/2017, Every day, Daily Average",743,558,988
3843,100611 (3843),3655,100087 (3655),"10/1/2017 - 12/31/2017, Every day, Daily Average",847,599,1197
3843,100611 (3843),3656,100025 (3656),"10/1/2017 - 12/31/2017, Every day, Daily Average",623,419,925
3843,100611 (3843),3657,100026 (3657),"10/1/2017 - 12/31/2017, Every day, Daily Average",710,470,1070
3843,100611 (3843),3659,100195 (3659),"10/1/2017 - 12/31/2017, Every day, Daily Average",475,307,733
3843,100611 (3843),3660,100024 (3660),"10/1/2017 - 12/31/2017, Every day, Daily Average",775,520,1153
3843,100611 (3843),3661,100436 (3661),"10/1/2017 - 12/31/2017, Every day, Daily Average",1195,956,1493
3843,100611 (3843),3662,100023 (3662),"10/1/2017 - 12/31/2017, Every day, Daily Average",609,417,889
3843,100611 (3843),3663,100515 (3663),"10/1/2017 - 12/31/2017, Every day, Daily Average",840,642,1097
3843,100611 (3843),3664,100022 (3664),"10/1/2017 - 12/31/2017, Every day, Daily Average",573,388,844
3843,100611 (3843),3665,10009C (3665),"10/1/2017 - 12/31/2017, Every day, Daily Average",933,663,1311
3843,100611 (3843),3666,100571 (3666),"10/1/2017 - 12/31/2017, Every day, Daily Average",226,139,366
3843,100611 (3843),3667,100082 (3667),"10/1/2017 - 12/31/2017, Every day, Daily Average",811,579,1135
3843,100611 (3843),3668,100213 (3668),"10/1/2017 - 12/31/2017, Every day, Daily Average",390,238,637
3843,100611 (3843),3669,100029 (3669),"10/1/2017 - 12/31/2017, Every day, Daily Average",866,573,1307
3843,100611 (3843),3670,100021 (3670),"10/1/2017 - 12/31/2017, Every day, Daily Average",507,341,751
3843,100611 (3843),3671,100512 (3671),"10/1/2017 - 12/31/2017, Every day, Daily Average",615,442,854
3843,100611 (3843),3672,100197 (3672),"10/1/2017 - 12/31/2017, Every day, Daily Average",474,317,707
3843,100611 (3843),3674,10002A (3674),"10/1/2017 - 12/31/2017, Every day, Daily Average",802,531,1210
3843,100611 (3843),3675,100573 (3675),"10/1/2017 - 12/31/2017, Every day, Daily Average",320,191,535
3843,100611 (3843),3676,10002B (3676),"10/1/2017 - 12/31/2017, Every day, Daily Average",744,495,1116
3843,100611 (3843),3678,10002C (3678),"10/1/2017 - 12/31/2017, Every day, Daily Average",788,523,1186
3843,100611 (3843),3679,100103 (3679),"10/1/2017 - 12/31/2017, Every day, Daily Average",924,659,1293
3843,100611 (3843),3681,100491 (3681),"10/1/2017 - 12/31/2017, Every day, Daily Average",809,618,1057
3843,100611 (3843),3682,100196 (3682),"10/1/2017 - 12/31/2017, Every day, Daily Average",414,272,628
3843,100611 (3843),3683,100081 (3683),"10/1/2017 - 12/31/2017, Every day, Daily Average",881,621,1248
3843,100611 (3843),3684,10009B (3684),"10/1/2017 - 12/31/2017, Every day, Daily Average",1028,729,1448
3843,100611 (3843),3685,100574 (3685),"10/1/2017 - 12/31/2017, Every day, Daily Average",383,242,605
3843,100611 (3843),3686,10002D (3686),"10/1/2017 - 12/31/2017, Every day, Daily Average",625,424,921
3843,100611 (3843),3688,10002F (3688),"10/1/2017 - 12/31/2017, Every day, Daily Average",618,419,910
3843,100611 (3843),3690,100201 (3690),"10/1/2017 - 12/31/2017, Every day, Daily Average",332,206,533
3843,100611 (3843),3691,406613 (3691),"10/1/2017 - 12/31/2017, Every day, Daily Average",1566,1137,2155
3843,100611 (3843),3692,100084 (3692),"10/1/2017 - 12/31/2017, Every day, Daily Average",786,549,1124
3843,100611 (3843),3694,10002E (3694),"10/1/2017 - 12/31/2017, Every day, Daily Average",683,462,1009
3843,100611 (3843),3695,406772 (3695),"10/1/2017 - 12/31/2017, Every day, Daily Average",1465,1019,2105
3843,100611 (3843),3696,10002L (3696),"10/1/2017 - 12/31/2017, Every day, Daily Average",824,557,1217
3843,100611 (3843),3698,100575 (3698),"10/1/2017 - 12/31/2017, Every day, Daily Average",412,267,634
3843,100611 (3843),3700,100516 (3700),"10/1/2017 - 12/31/2017, Every day, Daily Average",772,590,1010
3843,100611 (3843),3701,10002K (3701),"10/1/2017 - 12/31/2017, Every day, Daily Average",731,488,1094
3843,100611 (3843),3702,100494 (3702),"10/1/2017 - 12/31/2017, Every day, Daily Average",801,604,1061
3843,100611 (3843),3703,100561 (3703),"10/1/2017 - 12/31/2017, Every day, Daily Average",440,291,665
3843,100611 (3843),3704,10002H (3704),"10/1/2017 - 12/31/2017, Every day, Daily Average",639,434,939
3843,100611 (3843),3705,100151 (3705),"10/1/2017 - 12/31/2017, Every day, Daily Average",695,413,1166
3843,100611 (3843),3706,10002G (3706),"10/1/2017 - 12/31/2017, Every day, Daily Average",564,385,826
3843,100611 (3843),3707,100475 (3707),"10/1/2017 - 12/31/2017, Every day, Daily Average",936,712,1230
3843,100611 (3843),3708,100202 (3708),"10/1/2017 - 12/31/2017, Every day, Daily Average",339,205,560
3843,100611 (3843),3709,10002J (3709),"10/1/2017 - 12/31/2017, Every day, Daily Average",970,689,1365
3843,100611 (3843),3710,100513 (3710),"10/1/2017 - 12/31/2017, Every day, Daily Average",581,416,810
3843,100611 (3843),3711,100562 (3711),"10/1/2017 - 12/31/2017, Every day, Daily Average",489,332,718
3843,100611 (3843),3712,100031 (3712),"10/1/2017 - 12/31/2017, Every day, Daily Average",423,278,641
3843,100611 (3843),3714,100419 (3714),"10/1/2017 - 12/31/2017, Every day, Daily Average",1273,1034,1566
3843,100611 (3843),3715,10002I (3715),"10/1/2017 - 12/31/2017, Every day, Daily Average",726,495,1064
3843,100611 (3843),3716,10002M (3716),"10/1/2017 - 12/31/2017, Every day, Daily Average",912,634,1310
3843,100611 (3843),3717,100083 (3717),"10/1/2017 - 12/31/2017, Every day, Daily Average",837,592,1183
3843,100611 (3843),3718,100517 (3718),"10/1/2017 - 12/31/2017, Every day, Daily Average",693,517,928
3843,100611 (3843),3719,10002N (3719),"10/1/2017 - 12/31/2017, Every day, Daily Average",688,471,1003
3843,100611 (3843),3720,100434 (3720),"10/1/2017 - 12/31/2017, Every day, Daily Average",1017,788,1310
3843,100611 (3843),3721,100521 (3721),"10/1/2017 - 12/31/2017, Every day, Daily Average",549,383,785
3843,100611 (3843),3722,100572 (3722),"10/1/2017 - 12/31/2017, Every day, Daily Average",177,105,296
3843,100611 (3843),3724,10002O (3724),"10/1/2017 - 12/31/2017, Every day, Daily Average",665,435,1015
3843,100611 (3843),3726,100435 (3726),"10/1/2017 - 12/31/2017, Every day, Daily Average",1139,911,1424
3843,100611 (3843),3727,100203 (3727),"10/1/2017 - 12/31/2017, Every day, Daily Average",314,204,482
3843,100611 (3843),3728,100086 (3728),"10/1/2017 - 12/31/2017, Every day, Daily Average",735,512,1054
3843,100611 (3843),3729,100032 (3729),"10/1/2017 - 12/31/2017, Every day, Daily Average",530,350,801
3843,100611 (3843),3730,100576 (3730),"10/1/2017 - 12/31/2017, Every day, Daily Average",304,189,488
3843,100611 (3843),3731,100034 (3731),"10/1/2017 - 12/31/2017, Every day, Daily Average",441,286,678
3843,100611 (3843),3732,100205 (3732),"10/1/2017 - 12/31/2017, Every day, Daily Average",269,164,439
3843,100611 (3843),3733,10002Q (3733),"10/1/2017 - 12/31/2017, Every day, Daily Average",673,453,998
3843,100611 (3843),3736,100524 (3736),"10/1/2017 - 12/31/2017, Every day, Daily Average",661,498,876
3843,100611 (3843),3737,100102 (3737),"10/1/2017 - 12/31/2017, Every day, Daily Average",848,606,1184
3843,100611 (3843),3738,10002P (3738),"10/1/2017 - 12/31/2017, Every day, Daily Average",587,395,870
3843,100611 (3843),3739,406712 (3739),"10/1/2017 - 12/31/2017, Every day, Daily Average",1621,1224,2145
3843,100611 (3843),3740,100474 (3740),"10/1/2017 - 12/31/2017, Every day, Daily Average",898,697,1156
3843,100611 (3843),3741,100471 (3741),"10/1/2017 - 12/31/2017, Every day, Daily Average",728,538,984
3843,100611 (3843),3742,406612 (3742),"10/1/2017 - 12/31/2017, Every day, Daily Average",1562,1137,2144
3843,100611 (3843),3743,100563 (3743),"10/1/2017 - 12/31/2017, Every day, Daily Average",368,248,544
3843,100611 (3843),3744,100085 (3744),"10/1/2017 - 12/31/2017, Every day, Daily Average",710,499,1009
3843,100611 (3843),3745,100451 (3745),"10/1/2017 - 12/31/2017, Every day, Daily Average",1011,781,1307
3843,100611 (3843),3746,100525 (3746),"10/1/2017 - 12/31/2017, Every day, Daily Average",601,438,824
3843,100611 (3843),3747,100455 (3747),"10/1/2017 - 12/31/2017, Every day, Daily Average",1028,800,1320
3843,100611 (3843),3748,100033 (3748),"10/1/2017 - 12/31/2017, Every day, Daily Average",376,239,589
3843,100611 (3843),3751,100431 (3751),"10/1/2017 - 12/31/2017, Every day, Daily Average",1096,873,1374
3843,100611 (3843),3752,100522 (3752),"10/1/2017 - 12/31/2017, Every day, Daily Average",505,356,716
3843,100611 (3843),3753,100071 (3753),"10/1/2017 - 12/31/2017, Every day, Daily Average",598,407,876
3843,100611 (3843),3754,100492 (3754),"10/1/2017 - 12/31/2017, Every day, Daily Average",737,554,980
3843,100611 (3843),3755,100204 (3755),"10/1/2017 - 12/31/2017, Every day, Daily Average",223,128,385
3843,100611 (3843),3756,10002R (3756),"10/1/2017 - 12/31/2017, Every day, Daily Average",713,476,1067
3843,100611 (3843),3758,100523 (3758),"10/1/2017 - 12/31/2017, Every day, Daily Average",533,379,748
3843,100611 (3843),3759,100564 (3759),"10/1/2017 - 12/31/2017, Every day, Daily Average",413,282,602
3843,100611 (3843),3760,100041 (3760),"10/1/2017 - 12/31/2017, Every day, Daily Average",569,373,866
3843,100611 (3843),3761,100043 (3761),"10/1/2017 - 12/31/2017, Every day, Daily Average",468,308,711
3843,100611 (3843),3762,100591 (3762),"10/1/2017 - 12/31/2017, Every day, Daily Average",303,177,516
3843,100611 (3843),3763,100593 (3763),"10/1/2017 - 12/31/2017, Every day, Daily Average",129,73,225
3843,100611 (3843),3766,100044 (3766),"10/1/2017 - 12/31/2017, Every day, Daily Average",400,253,631
3843,100611 (3843),3767,100112 (3767),"10/1/2017 - 12/31/2017, Every day, Daily Average",745,539,1028
3843,100611 (3843),3768,100473 (3768),"10/1/2017 - 12/31/2017, Every day, Daily Average",839,642,1096
3843,100611 (3843),3769,100051 (3769),"10/1/2017 - 12/31/2017, Every day, Daily Average",282,169,469
3843,100611 (3843),3771,100592 (3771),"10/1/2017 - 12/31/2017, Every day, Daily Average",350,237,515
3843,100611 (3843),3772,100073 (3772),"10/1/2017 - 12/31/2017, Every day, Daily Average",626,432,905
3843,100611 (3843),3773,100452 (3773),"10/1/2017 - 12/31/2017, Every day, Daily Average",965,736,1264
3843,100611 (3843),3775,100055 (3775),"10/1/2017 - 12/31/2017, Every day, Daily Average",154,81,289
3843,100611 (3843),3776,100153 (3776),"10/1/2017 - 12/31/2017, Every day, Daily Average",675,411,1108
3843,100611 (3843),3777,100418 (3777),"10/1/2017 - 12/31/2017, Every day, Daily Average",1223,968,1543
3843,100611 (3843),3778,100454 (3778),"10/1/2017 - 12/31/2017, Every day, Daily Average",973,757,1249
3843,100611 (3843),3779,100581 (3779),"10/1/2017 - 12/31/2017, Every day, Daily Average",377,259,548
3843,100611 (3843),3780,100072 (3780),"10/1/2017 - 12/31/2017, Every day, Daily Average",527,358,775
3843,100611 (3843),3781,406614 (3781),"10/1/2017 - 12/31/2017, Every day, Daily Average",1636,1201,2227
3843,100611 (3843),3783,100111 (3783),"10/1/2017 - 12/31/2017, Every day, Daily Average",804,552,1169
3843,100611 (3843),3784,100433 (3784),"10/1/2017 - 12/31/2017, Every day, Daily Average",1165,932,1455
3843,100611 (3843),3785,100586 (3785),"10/1/2017 - 12/31/2017, Every day, Daily Average",426,298,607
3843,100611 (3843),3787,100042 (3787),"10/1/2017 - 12/31/2017, Every day, Daily Average",365,205,649
3843,100611 (3843),3788,406703 (3788),"10/1/2017 - 12/31/2017, Every day, Daily Average",1519,1059,2177
3843,100611 (3843),3789,100801 (3789),"10/1/2017 - 12/31/2017, Every day, Daily Average",790,553,1127
3843,100611 (3843),3790,100493 (3790),"10/1/2017 - 12/31/2017, Every day, Daily Average",644,478,866
3843,100611 (3843),3791,100114 (3791),"10/1/2017 - 12/31/2017, Every day, Daily Average",678,482,952
3843,100611 (3843),3792,100792 (3792),"10/1/2017 - 12/31/2017, Every day, Daily Average",955,659,1382
3843,100611 (3843),3793,100541 (3793),"10/1/2017 - 12/31/2017, Every day, Daily Average",417,297,583
3843,100611 (3843),3795,100599 (3795),"10/1/2017 - 12/31/2017, Every day, Daily Average",70,35,138
3843,100611 (3843),3796,100472 (3796),"10/1/2017 - 12/31/2017, Every day, Daily Average",771,582,1021
3843,100611 (3843),3798,100543 (3798),"10/1/2017 - 12/31/2017, Every day, Daily Average",445,318,621
3843,100611 (3843),3801,100453 (3801),"10/1/2017 - 12/31/2017, Every day, Daily Average",896,681,1177
3843,100611 (3843),3802,100141 (3802),"10/1/2017 - 12/31/2017, Every day, Daily Average",622,391,987
3843,100611 (3843),3803,100544 (3803),"10/1/2017 - 12/31/2017, Every day, Daily Average",589,407,851
3843,100611 (3843),3804,100594 (3804),"10/1/2017 - 12/31/2017, Every day, Daily Average",142,57,348
3843,100611 (3843),3805,100054 (3805),"10/1/2017 - 12/31/2017, Every day, Daily Average",100,44,222
3843,100611 (3843),3806,100076 (3806),"10/1/2017 - 12/31/2017, Every day, Daily Average",474,314,713
3843,100611 (3843),3807,100074 (3807),"10/1/2017 - 12/31/2017, Every day, Daily Average",591,396,881
3843,100611 (3843),3808,508595 (3808),"10/1/2017 - 12/31/2017, Every day, Daily Average",2670,1947,3660
3843,100611 (3843),3809,100432 (3809),"10/1/2017 - 12/31/2017, Every day, Daily Average",1089,858,1381
3843,100611 (3843),3810,100596 (3810),"10/1/2017 - 12/31/2017, Every day, Daily Average",235,149,368
3843,100611 (3843),3811,100113 (3811),"10/1/2017 - 12/31/2017, Every day, Daily Average",744,517,1069
3843,100611 (3843),3812,100052 (3812),"10/1/2017 - 12/31/2017, Every day, Daily Average",203,116,352
3843,100611 (3843),3813,100585 (3813),"10/1/2017 - 12/31/2017, Every day, Daily Average",380,265,542
3843,100611 (3843),3815,100597 (3815),"10/1/2017 - 12/31/2017, Every day, Daily Average",271,178,410
3843,100611 (3843),3816,100426 (3816),"10/1/2017 - 12/31/2017, Every day, Daily Average",1199,965,1488
3843,100611 (3843),3819,100531 (3819),"10/1/2017 - 12/31/2017, Every day, Daily Average",557,415,746
3843,100611 (3843),3820,100116 (3820),"10/1/2017 - 12/31/2017, Every day, Daily Average",597,421,845
3843,100611 (3843),3821,100411 (3821),"10/1/2017 - 12/31/2017, Every day, Daily Average",1239,990,1549
3843,100611 (3843),3822,100533 (3822),"10/1/2017 - 12/31/2017, Every day, Daily Average",582,436,775
