,ID,ModifiedTMC,TOD,YEAR,CHAMP_LINK_COUNT,PHF,ALPHA,BETA,FT2,LANES,DISTANCE,CAPACITY,FFS,INRIX_SPEED,SPEED_20TH,FF_TIME,INRIX_TIME,INRIX_VOL,CHAMP_PCE,CHAMP_VOL,TNC_VOL,TNC_PUDO
0,105&10491_AM,105&10491,AM,2016,2,0.348,0.6,3.5,2,3,0.17,7758.62069,28.4670367,18.08851022,10.48354876,0.35830916,0.563893868,7660.13493,6320.848807,5793.641565,382.9306212,9.324705882
1,105&14211_AM,105&14211,AM,2016,6,0.348,0.6,8.5,4,1,0.6,1374.521073,25.21540697,16.90250775,14.94959134,1.427698552,2.12986147,1342.742061,492.1611578,459.1294782,35.81928,0.315166667
11,105+04869_AM,105+04869,AM,2016,8,0.348,0.83,8.5,1,2.254982306,1.0738,10619.07117,67.73,52.75962406,49.48,0.951247601,1.22116109,9359.350223,7463.839934,6847.118463,317.5811451,0.244179549
13,105+04873_AM,105+04873,AM,2016,1,0.348,0.6,8.5,4,1,0.17,862.0689655,45.93,20.64936216,7.18,0.222077074,0.493961989,937.520667,229.83917,180.88075,87.93485,3.11
15,105+05618_AM,105+05618,AM,2016,4,0.348,0.83,5.5,1,3,0.5469,12297.5265,62.48,37.60430939,14.976,0.525192061,0.872612755,11800.52423,7594.111413,7258.430157,51.92240702,1.394221978
16,105+05619_AM,105+05619,AM,2016,1,0.348,0.6,3.5,2,4,0.19,10919.54023,42.76,16.98735786,9.1,0.266604303,0.671087293,14233.55732,7834.00977,7512.75576,200.60858,13.47
17,105+05620_AM,105+05620,AM,2016,3,0.348,0.6,3.5,2,3,0.32,8189.655172,35.72,20.37012387,17.31,0.537513998,0.94255686,8740.572688,4050.228401,3891.83542,132.2057088,4.2684375
18,105+05621_AM,105+05621,AM,2016,6,0.348,0.6,3.5,2,3,0.81,8189.655172,32.25,21.29455866,18.564,1.506976744,2.282273175,7837.593851,3670.868445,3505.199526,145.4117533,4.90617284
19,105+05622_AM,105+05622,AM,2016,1,0.348,0.6,3.5,2,3,0.15,8189.655172,38.59,15.60335253,8.57,0.233221042,0.576799119,10585.82246,5179.72217,4951.50958,136.62404,12.33
20,105+05623_AM,105+05623,AM,2016,2,0.348,0.6,3.5,2,3,0.33,8189.655172,35.66,20.11862344,16,0.555243971,0.984162762,8802.780922,5312.705934,5122.510839,95.34440879,6.012727273
21,105+05624_AM,105+05624,AM,2016,2,0.348,0.6,3.5,2,3,0.26,8189.655172,33.21,22.80018244,18.972,0.469738031,0.684205051,7574.720792,4453.301025,4271.590075,155.24178,8.045
22,105+05625_AM,105+05625,AM,2016,6,0.348,0.6,3.5,2,3,0.78,8189.655172,39.25,21.98692737,18.034,1.192356688,2.128537526,8843.775375,4702.236328,4499.417868,156.88724,6.898333333
23,105+05626_AM,105+05626,AM,2016,2,0.348,0.6,3.5,2,3,0.26,8189.655172,36.35,18.06493656,7.334,0.429160935,0.86355133,9509.415835,5356.571775,5120.78711,168.77126,6.62
24,105+05627_AM,105+05627,AM,2016,2,0.348,0.6,3.5,2,3,0.26,8189.655172,35.22,14.00864055,6.77,0.442930153,1.113598421,10669.12574,5613.975345,5369.24094,159.16731,5.85
25,105+05628_AM,105+05628,AM,2016,1,0.348,0.6,3.5,2,3,0.13,8189.655172,33.58,12.78069249,6.858,0.23228112,0.610295569,10891.2561,5613.51807,5359.46553,204.6058,4.37
26,105+05629_AM,105+05629,AM,2016,1,0.348,0.6,3.5,2,3,0.13,8189.655172,34.28,18.05615385,13.354,0.227537923,0.431985686,9191.225525,5746.96289,5463.34702,185.72689,11.07
27,105+05630_AM,105+05630,AM,2016,2,0.348,0.6,3.5,2,3,0.3916,8189.655172,38.78,29.53511008,26.26,0.605879319,0.795527761,6800.270039,7004.167846,6655.617238,234.5586221,5.27825332
28,105+05631_AM,105+05631,AM,2016,1,0.348,0.6,3.5,2,3,0.51,8189.655172,42.6,26.66649824,20.98,0.718309859,1.147507248,8179.930507,5081.98682,4863.74503,137.13071,7.56
29,105+05632_AM,105+05632,AM,2016,4,0.348,0.6,3.5,2,3,0.53,8189.655172,34.63,17.23356213,10.85,0.918278949,1.845236624,9502.06933,4713.613797,4530.145759,102.8891049,2.003396226
30,105+05633_AM,105+05633,AM,2016,1,0.348,0.6,3.5,2,3,0.13,8189.655172,38.43,24.79,19,0.202966432,0.314643001,7989.487625,4882.83594,4714.92285,96.51954,0.89
31,105+05634_AM,105+05634,AM,2016,1,0.348,0.6,3.5,2,3,0.13,8189.655172,36.41,25.92184555,19.632,0.214226861,0.300904501,7317.702205,4972.50244,4798.53568,88.89027,1.34
32,105+05635_AM,105+05635,AM,2016,1,0.348,0.6,3.5,2,3,0.13,8189.655172,43.2,24.8869251,15.78,0.180555556,0.313417587,8681.424286,4983.46582,4814.52401,95.38777,0.95
33,105+05637_AM,105+05637,AM,2016,1,0.348,0.6,3.5,2,3,0.15,7758.62069,28.77,10.72853746,7,0.31282586,0.838884148,10415.12559,3918.38623,3451.95377,365.03115,27.28
34,105+05638_AM,105+05638,AM,2016,1,0.348,0.6,3.5,2,3,0.09,7327.586207,25.01,13.23888626,8.256,0.215913635,0.407889296,8199.081073,4002.09839,3520.26091,330.86999,12.15
35,105+05639_AM,105+05639,AM,2016,1,0.348,0.6,3.5,2,3,0.07,7327.586207,28.46,15.4028401,10.232,0.147575545,0.272676985,8088.084839,1801.90198,1556.39346,240.91374,9.41
36,105+05640_AM,105+05640,AM,2016,5,0.348,0.6,3.5,2,3,0.27,7327.586207,28.43,16.85427746,13.38,0.569820612,0.961180332,7616.028676,753.4244304,624.5980533,122.1533952,6.724444444
37,105+05641_AM,105+05641,AM,2016,2,0.348,0.6,3.5,2,3,0.06,7327.586207,26.92,15.94296076,11.58,0.133729569,0.225804984,7621.433203,818.76324,666.23502,147.34482,4.25
38,105+05642_AM,105+05642,AM,2016,5,0.348,0.6,3.5,2,3,0.19,7327.586207,24.91,13.01182681,9.488,0.457647531,0.876126017,8265.02195,1941.268888,1637.716201,257.3413358,5.906315789
39,105+05643_AM,105+05643,AM,2016,2,0.348,0.6,3.5,2,3,0.06,7327.586207,26.03,13.7698032,8.792,0.138301959,0.261441645,8202.337568,2055.45801,1730.98542,257.95101,4.31
40,105+05644_AM,105+05644,AM,2016,6,0.348,0.6,3.5,2,3,0.21,7327.586207,25.07,12.39904294,9.208,0.50259274,1.016207465,8531.749204,305.9132829,230.7380252,68.9903181,3.917142857
41,105+05645_AM,105+05645,AM,2016,2,0.348,0.6,3.5,2,3,0.06,7327.586207,29.27,13.16491413,9.186,0.122992825,0.273454119,8981.712607,232.27234,164.9052,65.99894,5.735
42,105+05646_AM,105+05646,AM,2016,1,0.348,0.6,3.5,2,3,0.07,7327.586207,26.9,13.56680574,8.97,0.156133829,0.309579136,8437.058036,209.37068,144.6345,74.87665,12.02
43,105+05647_AM,105+05647,AM,2016,6,0.348,0.6,3.5,2,3,0.42,7614.942529,24.08,10.81730024,8.37,1.046511628,2.329601604,9339.882896,186.1639817,122.15687,50.31869667,4.621666667
44,105+05648_AM,105+05648,AM,2016,6,0.348,0.6,3.5,2,3.166666667,0.42,8189.655172,25.28,11.61945612,8.852,0.996835443,2.16877621,9925.024762,256.334615,181.0593133,47.32754667,2.758333333
45,105+05649_AM,105+05649,AM,2016,1,0.348,0.6,3.5,2,3,0.09,8189.655172,28.44,16.53671614,11.84,0.189873418,0.32654609,8626.924127,4229.91455,3826.18231,232.39692,2.99
46,105+05654_AM,105+05654,AM,2016,1,0.348,0.6,3.5,2,3,0.08184,8189.655172,34.61,18.30826897,11.04,0.14187807,0.268206678,9167.419361,2972.84399,2820.13828,54.88732,1.41
47,105+05655_AM,105+05655,AM,2016,3,0.348,0.6,3.5,2,3,0.12,8189.655172,35.6,22.98523622,15.564,0.202247191,0.313244551,7983.667564,3111.720538,2946.03976,61.47148,0.798333333
48,105+06025_AM,105+06025,AM,2016,12,0.348,0.6,3.5,2,3,0.58,8189.655172,39.4,26.24330693,22,0.883248731,1.326052395,7779.887397,1138.516057,1086.443472,29.98345,0.390517241
49,105+06026_AM,105+06026,AM,2016,3,0.348,0.6,3.5,2,2,0.16,5459.770115,27.34,16.31883168,12,0.35113387,0.588277408,5647.502722,1343.297239,1274.938196,39.72400188,0.291875
50,105+06028_AM,105+06028,AM,2016,15,0.348,0.6,3.5,2,2.333333333,0.9,6369.731801,24.92,15.45617689,12,2.166934189,3.493748835,6406.771395,1954.062387,1775.524827,88.229732,1.470666667
51,105+06029_AM,105+06029,AM,2016,12,0.348,0.6,3.5,2,2.128571429,0.7,5810.755337,23.69,14.19073395,11,1.772899958,2.959677784,5995.338608,3140.636244,2860.763955,139.1690854,1.996714286
52,105+06030_AM,105+06030,AM,2016,15,0.348,0.6,3.5,2,3,0.89001,8189.655172,24.81,14.8447494,11.852,2.152382104,3.597271907,8456.647283,3998.942801,3646.137985,168.466469,2.180281907
53,105+06031_AM,105+06031,AM,2016,8,0.348,0.6,8.5,4,2.727272727,0.44,7327.586207,28.71,18.62814717,14,0.91954023,1.41721019,7239.234345,2721.835216,2406.942176,161.3918382,2.131590909
54,105+06032_AM,105+06032,AM,2016,3,0.348,0.6,3.5,2,2.322033898,0.59,6200.077927,29.33,20.17221932,14.74,1.206955336,1.754888713,5725.230154,3471.453737,3163.709367,299.2417629,7.117545763
55,105+06033_AM,105+06033,AM,2016,3,0.348,0.6,8.5,4,2.974358974,0.39,7471.264368,32.26,22.14729058,16.996,0.725356479,1.056562649,7235.035293,3466.167164,3096.967704,274.87187,1.434871795
56,105+06039_AM,105+06039,AM,2016,4,0.348,0.6,8.5,4,2,0.36,3735.632184,27.21,22.48271883,17.824,0.793825799,0.960737897,3302.090514,2989.927915,2843.050988,189.375305,4.7175
57,105+06040_AM,105+06040,AM,2016,6,0.348,0.6,3.5,2,2,0.43,5172.413793,24.99,17.49894802,12.73,1.032412965,1.474374344,4696.796284,3198.190998,3016.549949,243.7411123,4.148604651
58,105+06041_AM,105+06041,AM,2016,7,0.348,0.6,3.5,2,2,0.63,5172.413793,23.56,17.08701018,13,1.604414261,2.212206794,4535.577312,1868.332148,1735.620226,187.0781481,6.874920635
59,105+06130_AM,105+06130,AM,2016,7,0.348,0.6,8.5,4,2.53300288,0.51041,11736.90207,17.84,12.00444444,10,1.716625561,2.551105146,11449.83512,273.5909541,221.2902986,70.02782285,3.263063028
60,105+06131_AM,105+06131,AM,2016,3,0.348,0.6,3.5,2,3,0.27,8189.655172,26.03,19.98545553,17.59,0.622358817,0.81058948,6733.876129,5639.81136,5261.041173,137.6123233,3.626666667
61,105+06132_AM,105+06132,AM,2016,6,0.348,0.6,3.5,2,3,0.54,8189.655172,28.37,20.86517838,17.788,1.142051463,1.552826408,7075.717406,4952.844362,4537.168838,195.086795,2.066666667
62,105+06134_AM,105+06134,AM,2016,4,0.348,0.6,3.5,2,4,0.36,10919.54023,31.94,23.87724221,20.668,0.676268003,0.904627084,9265.636673,6734.657715,6272.682615,330.7445725,2.84
63,105+06135_AM,105+06135,AM,2016,1,0.348,0.6,3.5,2,4,0.09,10344.82759,28.95,20.24096224,15,0.186528497,0.266785736,9407.248561,6403.39209,6003.99532,308.44364,4.04
64,105+06136_AM,105+06136,AM,2016,4,0.348,0.6,3.5,2,3,0.36,7758.62069,27.62,20.29966474,12.872,0.782041999,1.064056982,6708.269149,6405.335818,6002.981395,304.17969,2.6325
65,105+06137_AM,105+06137,AM,2016,1,0.348,0.6,3.5,2,3,0.09145,7758.62069,24.71,16.66348294,10.386,0.222055848,0.329282901,7291.872467,2914.05225,2583.96269,233.84513,4.16
66,105+06466_AM,105+06466,AM,2016,1,0.348,0.6,3.5,2,2,0.17,5459.770115,30.13,23.25145674,19.202,0.338533024,0.438682192,4460.978059,3350.95068,3000.56879,282.57959,5.09
67,105+06467_AM,105+06467,AM,2016,2,0.348,0.6,3.5,2,2,0.13,4885.057471,30.07,18.38092004,14.156,0.259394746,0.424353078,4966.922047,2881.79309,2611.94095,260.122065,3.825
68,105+06468_AM,105+06468,AM,2016,3,0.348,0.6,3.5,2,2,0.24,4885.057471,29.91,15.97700436,12,0.481444333,0.901295367,5435.870184,2839.43689,2575.635495,352.2139,10.305
69,105+06469_AM,105+06469,AM,2016,4,0.348,0.6,8.5,4,2,0.42,4351.395731,20.81,12.73381024,9.054,1.210956271,1.978983472,4379.893088,690.0196668,598.4545549,120.9636618,7.33407619
70,105+06545_AM,105+06545,AM,2016,1,0.348,0.6,3.5,2,2,0.11,5172.413793,24.45,15.67799242,10.718,0.26993865,0.420972266,5070.186302,3073.58789,2775.64365,275.7928,5.42
71,105+06596_AM,105+06596,AM,2016,15,0.348,0.6,3.5,3,2,0.82,3833.753855,17.98,11.90485804,10,2.736373749,4.132766625,3660.438133,1245.153698,1032.543331,138.0779394,5.168658537
72,105+06598_AM,105+06598,AM,2016,1,0.348,0.6,3.5,2,2,0.8,5459.770115,43.04,28.58708911,15.45,1.115241636,1.679079665,5199.085604,1258.93604,1166.35891,103.03027,6.05
73,105+06601_AM,105+06601,AM,2016,1,0.348,0.6,3.5,2,2,1.98,5459.770115,35.91,27.45454707,24.762,3.308270677,4.327152063,4512.563352,867.05316,809.57136,168.47508,17.75
74,105+06602_AM,105+06602,AM,2016,2,0.348,0.6,3.5,2,2,0.52,5459.770115,33.67,25.698625,21,0.926640927,1.214072737,4521.778073,900.4903,833.45897,131.0697062,3.983269231
75,105+06603_AM,105+06603,AM,2016,2,0.348,0.6,3.5,2,2,0.26,5459.770115,31.42,24.13135977,20.378,0.496499045,0.646461706,4487.523921,472.52774,453.46836,6.955946154,0.292307692
77,105+07767_AM,105+07767,AM,2016,1,0.348,0.71,2.1,1,2,0.48,8333.333333,49.81,32.74523156,22.516,0.578197149,0.879517372,7192.22903,3700.7019,3483.88092,146.9814,3.55
78,105+07768_AM,105+07768,AM,2016,4,0.348,0.6,3.5,2,2,0.57,5459.770115,46.54,36.63886243,31.29,0.73485174,0.933435094,4347.109738,2400.007335,2277.699797,51.16364263,1.718245614
79,105+08236_AM,105+08236,AM,2016,1,0.348,0.6,3.5,2,2,0.13,5459.770115,36.11,20.17902141,7,0.216006646,0.386540053,5905.123131,2302.13867,2186.27176,78.57159,3.42
80,105+08312_AM,105+08312,AM,2016,2,0.348,0.6,3.5,2,3,0.13,8189.655172,28.25,19.2587961,16.006,0.276106195,0.40500974,7623.13239,6959.01179,6625.756271,101.2555508,4.673846154
81,105+08313_AM,105+08313,AM,2016,3,0.348,0.6,8.5,4,1,0.27,862.0689655,19.22,12.13170213,11,0.842872008,1.335344359,859.3803499,684.0432733,647.8532933,35.82732333,0.83
82,105+08314_AM,105+08314,AM,2016,4,0.348,0.6,8.5,4,1,0.24,862.0689655,13.67,8.887384615,8,1.053401609,1.6202742,851.1028365,130.671885,114.529025,12.30280458,0.864583333
83,105+08315_AM,105+08315,AM,2016,8,0.348,0.6,8.5,4,1,0.39,1259.94695,15.62,11.35507937,11,1.498079385,2.060751779,1192.392575,44.91468,40.71942615,2.809916667,0.424615385
84,105+08340_AM,105+08340,AM,2016,1,0.348,0.6,3.5,2,3,0.0977,7758.62069,25.73,13.30905782,7.21,0.227827439,0.440451915,8802.388124,1726.78577,1502.07055,161.18864,7.65
85,105+08341_AM,105+08341,AM,2016,4,0.348,0.6,3.5,2,4,0.36,10775.86207,30.4,21.40560803,15.092,0.710526316,1.009081357,9733.073909,6020.29541,5648.354603,271.9906525,2.4125
86,105+08342_AM,105+08342,AM,2016,2,0.348,0.6,3.5,2,3,0.1,8189.655172,21.67,14.89307339,10,0.27688048,0.402871848,7567.466916,5989.62109,5642.45045,230.28526,1.3
87,105+08351_AM,105+08351,AM,2016,5,0.348,0.6,3.5,2,2.206896552,0.58,6024.57392,29.96,21.34185507,19,1.161548732,1.630598647,5380.122438,430.9571931,396.3417955,12.72899397,0.356724138
88,105+08352_AM,105+08352,AM,2016,7,0.348,0.6,3.5,2,3,0.39,8189.655172,32.53,22.45445736,17,0.719335998,1.042109351,7537.245364,1363.305136,1303.404858,54.47077846,0.65025641
89,105+08369_AM,105+08369,AM,2016,8,0.348,0.6,8.5,4,1.375,0.48,1382.902299,19.13,12.62107256,11,1.505488761,2.281897982,1358.49363,205.47371,145.2207663,7.34856375,0.3325
90,105+08371_AM,105+08371,AM,2016,4,0.348,0.6,8.5,4,3.311495932,0.4793,8366.367619,30.76,17.84870113,13.58,0.934915475,1.611209678,8552.464976,4444.184892,4047.841244,330.9747298,1.67882537
91,105+08372_AM,105+08372,AM,2016,3,0.348,0.6,3.5,3,2,0.15315,3735.632184,17.37,11.40479167,7.084,0.529015544,0.805713973,3591.962759,1511.111571,1323.437609,140.8099419,3.3982762
92,105+08380_AM,105+08380,AM,2016,3,0.348,0.6,3.5,2,2,0.36,5172.413793,35.09,18.54555195,13.19,0.615559989,1.164699765,5793.09655,3597.18357,3181.579987,299.5910878,4.87
93,105+08381_AM,105+08381,AM,2016,1,0.348,0.6,3.5,2,2,0.17,5172.413793,35.15,18.26895539,12.28,0.290184922,0.558324205,5851.598294,2379.97144,2089.20987,292.34651,13.19
94,105+08382_AM,105+08382,AM,2016,12,0.348,0.6,3.5,2,2.564251538,1.1704,6451.227992,26.87,17.98254565,15.25,2.613472274,3.905120074,6103.487981,2466.379518,2229.025396,601.8728611,30.09585014
95,105+10292_AM,105+10292,AM,2016,6,0.348,0.6,3.5,2,1.680851064,0.47,4588.530203,28.28,21.51148265,16.198,0.997171146,1.310927771,3815.749593,1100.651664,1038.510154,18.05854574,1.011489362
96,105+10293_AM,105+10293,AM,2016,3,0.348,0.6,3.5,2,2.868421053,0.38,7830.45977,35.89,24.64432203,20,0.63527445,0.925162395,7241.371677,2574.477566,2439.563566,52.46303132,0.884473684
97,105+10294_AM,105+10294,AM,2016,2,0.348,0.6,3.5,2,2,0.12,5459.770115,27.81,14.2566055,9,0.258899676,0.505029055,6227.061106,1145.190542,1086.297229,10.65160593,1.004
98,105+10295_AM,105+10295,AM,2016,10,0.348,0.6,3.5,2,2,0.88,5459.770115,27.58,18.64082949,14.754,1.914430747,2.832491978,5121.165997,974.2883564,938.2883642,13.57388398,0.847613636
99,105+10296_AM,105+10296,AM,2016,4,0.348,0.6,3.5,2,2,0.51,5459.770115,27.06,18.1860515,15,1.130820399,1.682608234,5146.654281,1762.596746,1692.204277,33.7721051,1.355882353
100,105+10297_AM,105+10297,AM,2016,9,0.348,0.6,3.5,2,2,0.5,5459.770115,29.48,19.29591919,14.978,1.017639077,1.554732879,5263.341299,2199.935453,2099.258687,39.1111098,0.6246
101,105+10298_AM,105+10298,AM,2016,1,0.348,0.6,3.5,2,2,0.13,5459.770115,30.71,19.17170626,13,0.253988929,0.406849547,5464.547877,945.30817,859.62034,23.52085,0.63
102,105+10299_AM,105+10299,AM,2016,2,0.348,0.6,3.5,2,2,0.09458,5459.770115,30.62,23.25130515,16.518,0.18532985,0.244063719,4549.587974,1717.41073,1593.605108,46.16349032,0.493713259
103,105+10300_AM,105+10300,AM,2016,1,0.348,0.6,3.5,2,2,0.19,5459.770115,35.22,20.33149909,14.012,0.323679727,0.560706318,5779.593655,1145.34021,1071.53834,44.24679,0.82
104,105+10301_AM,105+10301,AM,2016,1,0.348,0.6,3.5,2,2,0.25,5459.770115,44.41,31.78842105,26.574,0.337761765,0.471869929,4852.258427,2228.76001,2096.6072,66.34898,0.55
105,105+10302_AM,105+10302,AM,2016,2,0.348,0.6,3.5,2,2,0.76,5459.770115,36.96,25.41878444,21,1.233766234,1.793948885,5041.820315,2407.729806,2282.571938,62.12849211,3.121052632
106,105+10305_AM,105+10305,AM,2016,9,0.348,0.6,3.5,2,2,0.76893,5459.770115,30.19,23.72504441,21,1.528181517,1.944603315,4357.461661,1433.11585,1348.617388,14.59993233,0.33936184
107,105+10306_AM,105+10306,AM,2016,4,0.348,0.6,3.5,2,2,0.25,5459.770115,26.74,18.09180832,14.118,0.560957367,0.829104517,5116.489578,2752.018604,2629.526924,25.108596,0.742
108,105+10307_AM,105+10307,AM,2016,6,0.348,0.6,3.5,2,2,0.3,5459.770115,23.44,10.83633731,8,0.767918089,1.661077861,6596.394859,2871.437012,2723.989538,19.67931167,1.088333333
109,105+10308_AM,105+10308,AM,2016,2,0.348,0.6,3.5,2,2,0.13,5459.770115,23.59,9.707105719,5.714,0.33064858,0.803535083,6997.72595,3426.2959,3218.82946,26.28364538,1.426923077
110,105+10309_AM,105+10309,AM,2016,5,0.348,0.6,3.5,2,2,0.32,5280.172414,24.2,11.81977233,8.7,0.79338843,1.624396771,6191.300668,2477.043425,2303.662455,17.42109469,1.585
111,105+10310_AM,105+10310,AM,2016,1,0.348,0.6,3.5,2,2,0.07,5172.413793,16.79,7.419193858,4,0.250148898,0.566099239,6398.170779,4640.17236,4385.44792,48.68261,17.71
112,105+10311_AM,105+10311,AM,2016,3,0.348,0.6,3.5,2,2,0.22,5172.413793,23.27,10.0897732,7.3,0.567253975,1.308255373,6460.012029,2225.153887,2081.786481,39.22702318,2.620909091
113,105+10315_AM,105+10315,AM,2016,6,0.348,0.6,8.5,4,1.593220339,0.236,3523.767777,20.67,12.21240781,9,0.685050798,1.159476511,3583.735991,980.2987014,945.9052581,6.780798983,0.433220339
114,105+10317_AM,105+10317,AM,2016,1,0.348,0.6,3.5,2,1,0.17,2729.885057,30.09,19.93903614,13,0.338983051,0.511559331,2604.708825,452.05356,427.27192,8.21284,0.29
115,105+10319_AM,105+10319,AM,2016,2,0.348,0.6,3.5,2,2,0.41,5459.770115,37.74,27.14924394,22.75,0.651828299,0.906102581,4827.818352,974.9099637,942.8747278,18.52459341,1.626585366
116,105+10320_AM,105+10320,AM,2016,2,0.348,0.6,3.5,2,2,0.45,5459.770115,41.59,30.02402496,24.63,0.649194518,0.899279828,4810.520795,792.07727,762.2375,15.43709,0.466
117,105+10323_AM,105+10323,AM,2016,19,0.348,0.6,3.5,3,2,0.8543,4310.344828,22.33,12.39475926,9.688,2.295476937,4.135457489,4682.219219,720.8158463,615.9959911,13.41043818,0.724812712
118,105+10324_AM,105+10324,AM,2016,10,0.348,0.6,3.5,2,2,0.54,4374.201788,21.41,11.83225177,9.368,1.513311537,2.738278446,4764.90735,668.7449528,559.763813,16.56489241,1.001666667
119,105+10325_AM,105+10325,AM,2016,12,0.348,0.6,3.5,3,2,0.42,4310.344828,18.77,10.6064903,8,1.342567928,2.375903743,4628.210972,1299.485552,1154.057899,21.35857548,0.872619048
120,105+10326_AM,105+10326,AM,2016,5,0.348,0.6,3.5,3,1.95480226,0.22125,4212.935905,26.07,16.56627767,12.152,0.509205984,0.801326663,4159.282687,765.9222611,648.9374853,22.14352689,1.013898305
121,105+10327_AM,105+10327,AM,2016,8,0.348,0.6,3.5,3,2,0.63875,4310.344828,22.69,11.70828729,8.18,1.689070075,3.27332248,4897.200216,563.052484,468.7897598,55.10978157,5.641976517
122,105+10328_AM,105+10328,AM,2016,2,0.348,0.6,3.5,3,2,0.09,4310.344828,18.71,14.42089005,12,0.288615714,0.374456776,3527.224633,2683.464353,2480.408117,77.08880667,3.023333333
123,105+10329_AM,105+10329,AM,2016,11,0.348,0.6,3.5,3,2,0.55,4310.344828,19.78,12.65508065,10,1.668351871,2.607648337,4232.685046,2315.817043,2115.796481,81.35448564,2.627818182
124,105+10330_AM,105+10330,AM,2016,4,0.348,0.6,3.5,3,2,0.28,4022.988506,17.53,12.36550802,9,0.958357102,1.358617856,3627.402611,591.26102,495.8205304,35.39521107,2.776217857
125,105+10331_AM,105+10331,AM,2016,10,0.348,0.6,3.5,3,2,0.88,4022.988506,16.4,11.86478664,10,3.219512195,4.450143234,3536.731486,349.0546007,265.4054549,28.08875943,1.952045455
126,105+10332_AM,105+10332,AM,2016,4,0.348,0.6,3.5,3,2.228571429,0.35,4482.758621,18.04,11.27704198,9,1.164079823,1.86219046,4482.140066,249.5470434,169.2759786,37.77206657,1.824857143
127,105+10334_AM,105+10334,AM,2016,3,0.348,0.6,3.5,3,1.571428571,0.21,3099.343186,18.19,12.56964365,9,0.69268829,1.002415052,2849.580907,362.2929657,256.1315824,42.30053762,3.481904762
128,105+10335_AM,105+10335,AM,2016,3,0.348,0.6,3.5,3,1,0.09,1867.816092,20.65,12.6559332,9,0.261501211,0.426677347,1895.448228,1049.697063,861.8170367,120.1261733,3.003333333
129,105+10336_AM,105+10336,AM,2016,2,0.348,0.6,3.5,3,1,0.12,1867.816092,21.47,15.94159649,11.728,0.335351653,0.451648616,1597.019814,1077.953767,864.7508917,123.9660942,5.523333333
130,105+10337_AM,105+10337,AM,2016,2,0.348,0.6,3.5,3,1,0.17,1867.816092,22.66,17.40064356,12.5,0.450132392,0.586185216,1535.511178,1169.648281,928.3071012,133.34346,7.696470588
131,105+10338_AM,105+10338,AM,2016,2,0.348,0.6,3.5,3,1,0.17,1867.816092,22.91,14.83800648,10.794,0.445220428,0.687423881,1816.260391,1205.81378,957.398335,123.37085,7.995
132,105+10339_AM,105+10339,AM,2016,4,0.348,0.6,3.5,3,1,0.17,1867.816092,21.86,14.72635793,11,0.466605672,0.692635616,1757.038078,1193.284833,929.0642271,121.3160624,6.654705882
133,105+10340_AM,105+10340,AM,2016,2,0.348,0.6,3.5,3,1,0.17,1867.816092,20.93,13.48912281,11,0.487338748,0.756164811,1823.486067,1328.120605,1056.21074,159.841555,15.495
134,105+10341_AM,105+10341,AM,2016,2,0.348,0.6,3.5,3,1,0.17,1867.816092,18.33,12.69834921,8.578,0.556464812,0.803254016,1713.288326,1292.079105,991.451595,175.22379,16.545
135,105+10342_AM,105+10342,AM,2016,2,0.348,0.6,3.5,3,1,0.1196,1867.816092,18.23,10.36416667,6.844,0.393636862,0.692385624,1997.532509,1389.600309,1073.331231,232.6060812,26.89083612
136,105+10343_AM,105+10343,AM,2016,1,0.348,0.6,3.5,3,1,0.0504,1867.816092,21.76,10.80760835,7,0.138970588,0.279802885,2169.555266,1353.50598,1022.63368,218.07877,38.12
137,105+10344_AM,105+10344,AM,2016,4,0.348,0.6,3.5,3,1,0.17,1867.816092,20.2,9.563050847,6.256,0.504950495,1.066605225,2228.052196,1359.275894,1034.029912,299.5563547,31.87411765
138,105+10345_AM,105+10345,AM,2016,2,0.348,0.6,3.5,3,1,0.07,1867.816092,18.67,7.387043315,5,0.224959829,0.568563067,2439.367665,1071.93518,775.77288,174.20258,18.56
139,105+10346_AM,105+10346,AM,2016,8,0.348,0.6,3.5,3,1.125,0.28,2101.293103,16.12,9.074144,7.084,1.042183623,1.851414304,2261.934474,955.4608238,727.5362813,157.315035,16.99625
140,105+10347_AM,105+10347,AM,2016,2,0.348,0.6,3.5,3,1,0.05,1867.816092,18.91,6.742325581,4,0.158646219,0.444950331,2558.444505,500.58,397.511005,127.18952,7.17
141,105+10349_AM,105+10349,AM,2016,7,0.348,0.6,3.5,2,3,0.88,8189.655172,33.14,24.66806268,21,1.593240797,2.140419403,6982.903295,3551.092023,3401.523093,72.4409258,2.647159091
142,105+10350_AM,105+10350,AM,2016,1,0.348,0.6,3.5,2,3,0.26,8189.655172,29.72,20.13637681,14.68,0.524899058,0.774717326,7665.172707,2639.30688,2520.19842,174.80912,6.48
143,105+10352_AM,105+10352,AM,2016,7,0.348,0.6,8.5,4,1,0.29639,2011.494253,19.1,12.64339869,11.266,0.931068063,1.406536362,1973.704787,528.5339938,502.5463087,11.97378763,0.065116907
144,105+10354_AM,105+10354,AM,2016,5,0.348,0.6,3.5,2,2,0.43,5459.770115,29.01,17.74396226,12.38,0.889348501,1.454015716,5548.737378,1932.178842,1838.889202,101.2749663,2.442325581
